Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Avg MPG,Price_Category
Volkswagen,Golf Sportwagen,2017,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Unknown,Compact,Wagon,34,25,873,27030,29.5,Budget
Volkswagen,Golf Sportwagen,2017,Regular Unleaded,170.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Compact,Wagon,35,25,873,21580,30.0,Budget
Volkswagen,Golf Sportwagen,2017,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Unknown,Compact,Wagon,34,25,873,29970,29.5,Budget
Volkswagen,Golf,2015,Diesel,150.0,4.0,Automated_Manual,Front Wheel Drive,4.0,"Hatchback,Diesel",Compact,4Dr Hatchback,43,31,873,26995,37.0,Budget
Volkswagen,Golf,2015,Regular Unleaded,170.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,37,25,873,19295,31.0,Budget
Volkswagen,Golf,2015,Diesel,150.0,4.0,Automated_Manual,Front Wheel Drive,4.0,"Hatchback,Diesel",Compact,4Dr Hatchback,43,31,873,23445,37.0,Budget
Volkswagen,Golf,2015,Regular Unleaded,170.0,4.0,Manual,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,37,25,873,21295,31.0,Budget
Volkswagen,Golf,2015,Regular Unleaded,170.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,37,25,873,17995,31.0,Budget
Volkswagen,Golf,2015,Diesel,150.0,4.0,Manual,Front Wheel Drive,4.0,"Hatchback,Diesel",Compact,4Dr Hatchback,45,30,873,28395,37.5,Budget
Volkswagen,Golf,2015,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,36,25,873,24895,30.5,Budget
Volkswagen,Golf,2015,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,36,25,873,20995,30.5,Budget
Volkswagen,Golf,2015,Diesel,150.0,4.0,Automated_Manual,Front Wheel Drive,4.0,"Hatchback,Diesel",Compact,4Dr Hatchback,43,31,873,29495,37.0,Budget
Volkswagen,Golf,2015,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,36,25,873,27395,30.5,Budget
Volkswagen,Golf,2015,Diesel,150.0,4.0,Manual,Front Wheel Drive,4.0,"Hatchback,Diesel",Compact,4Dr Hatchback,45,30,873,22345,37.5,Budget
Volkswagen,Golf,2015,Diesel,150.0,4.0,Manual,Front Wheel Drive,4.0,"Hatchback,Diesel",Compact,4Dr Hatchback,45,30,873,25895,37.5,Budget
Volkswagen,Golf,2015,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,36,25,873,22395,30.5,Budget
Volkswagen,Golf,2015,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,36,25,873,20395,30.5,Budget
Volkswagen,Golf,2016,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,36,25,873,20675,30.5,Budget
Volkswagen,Golf,2016,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,36,25,873,27425,30.5,Budget
Volkswagen,Golf,2016,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,36,25,873,19595,30.5,Budget
Volkswagen,Golf,2016,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,36,25,873,22625,30.5,Budget
Volkswagen,Golf,2016,Regular Unleaded,170.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,37,25,873,18495,31.0,Budget
Volkswagen,Golf,2016,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,36,25,873,25225,30.5,Budget
Volkswagen,Golf,2016,Regular Unleaded,170.0,4.0,Manual,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,37,25,873,20175,31.0,Budget
Volkswagen,Golf,2016,Regular Unleaded,170.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,37,25,873,19575,31.0,Budget
Volkswagen,Golf,2016,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,36,25,873,21275,30.5,Budget
Volkswagen,Golf,2017,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,35,25,873,20995,30.0,Budget
Volkswagen,Golf,2017,Regular Unleaded,170.0,4.0,Automatic,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,35,25,873,22695,30.0,Budget
Volkswagen,Golf,2017,Regular Unleaded,170.0,4.0,Manual,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,36,25,873,21595,30.5,Budget
Volkswagen,Golf,2017,Regular Unleaded,170.0,4.0,Manual,Front Wheel Drive,4.0,Hatchback,Compact,4Dr Hatchback,36,25,873,19895,30.5,Budget
Pontiac,Grand Am,2003,Regular Unleaded,175.0,6.0,Automatic,Front Wheel Drive,2.0,Unknown,Midsize,Coupe,27,18,210,22940,22.5,Budget
Pontiac,Grand Am,2003,Regular Unleaded,175.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,27,18,210,21690,22.5,Budget
Pontiac,Grand Am,2003,Regular Unleaded,140.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,30,22,210,17070,26.0,Budget
Pontiac,Grand Am,2003,Regular Unleaded,170.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,27,18,210,21240,22.5,Budget
Pontiac,Grand Am,2003,Regular Unleaded,175.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,27,18,210,22940,22.5,Budget
Pontiac,Grand Am,2003,Regular Unleaded,175.0,6.0,Automatic,Front Wheel Drive,2.0,Unknown,Midsize,Coupe,27,18,210,21690,22.5,Budget
Pontiac,Grand Am,2003,Regular Unleaded,140.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,30,22,210,18890,26.0,Budget
Pontiac,Grand Am,2004,Regular Unleaded,140.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,33,23,210,17070,28.0,Budget
Pontiac,Grand Am,2004,Regular Unleaded,175.0,6.0,Automatic,Front Wheel Drive,2.0,Unknown,Midsize,Coupe,27,18,210,23530,22.5,Budget
Pontiac,Grand Am,2004,Regular Unleaded,175.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,27,18,210,22280,22.5,Budget
Pontiac,Grand Am,2004,Regular Unleaded,175.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,27,18,210,23530,22.5,Budget
Pontiac,Grand Am,2004,Regular Unleaded,170.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,27,18,210,21830,22.5,Budget
Pontiac,Grand Am,2004,Regular Unleaded,140.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,33,23,210,19555,28.0,Budget
Pontiac,Grand Am,2004,Regular Unleaded,175.0,6.0,Automatic,Front Wheel Drive,2.0,Unknown,Midsize,Coupe,27,18,210,22280,22.5,Budget
Pontiac,Grand Am,2005,Regular Unleaded,175.0,6.0,Automatic,Front Wheel Drive,2.0,Unknown,Midsize,Coupe,27,18,210,23750,22.5,Budget
Pontiac,Grand Am,2005,Regular Unleaded,175.0,6.0,Automatic,Front Wheel Drive,2.0,Unknown,Midsize,Coupe,27,18,210,22500,22.5,Budget
Pontiac,Grand Am,2005,Regular Unleaded,140.0,4.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,31,22,210,20090,26.5,Budget
Dodge,Grand Caravan,2015,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,30995,21.0,Mid-Range
Dodge,Grand Caravan,2015,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,27395,21.0,Budget
Dodge,Grand Caravan,2015,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,21795,21.0,Budget
Dodge,Grand Caravan,2015,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,24245,21.0,Budget
Dodge,Grand Caravan,2015,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,28395,21.0,Budget
Dodge,Grand Caravan,2015,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,25245,21.0,Budget
Dodge,Grand Caravan,2016,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,25095,21.0,Budget
Dodge,Grand Caravan,2016,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,22595,21.0,Budget
Dodge,Grand Caravan,2016,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,28295,21.0,Budget
Dodge,Grand Caravan,2016,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,31495,21.0,Mid-Range
Dodge,Grand Caravan,2016,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,26195,21.0,Budget
Dodge,Grand Caravan,2016,Flex-Fuel (Unleaded/E85),283.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,29395,21.0,Budget
Dodge,Grand Caravan,2017,Regular Unleaded,283.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Passenger Minivan,25,17,1851,29395,21.0,Budget
Dodge,Grand Caravan,2017,Regular Unleaded,283.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Passenger Minivan,25,17,1851,26695,21.0,Budget
Dodge,Grand Caravan,2017,Regular Unleaded,283.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Passenger Minivan,25,17,1851,32395,21.0,Mid-Range
Dodge,Grand Caravan,2017,Regular Unleaded,283.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Passenger Minivan,25,17,1851,23995,21.0,Budget
Pontiac,Grand Prix,2006,Regular Unleaded,260.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,26,17,210,24330,21.5,Budget
Pontiac,Grand Prix,2006,Regular Unleaded,303.0,8.0,Automatic,Front Wheel Drive,4.0,"Factory Tuner,High-Performance",Midsize,Sedan,25,16,210,27330,20.5,Budget
Pontiac,Grand Prix,2006,Regular Unleaded,200.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,28,18,210,21330,23.0,Budget
Pontiac,Grand Prix,2007,Regular Unleaded,303.0,8.0,Automatic,Front Wheel Drive,4.0,"Factory Tuner,High-Performance",Midsize,Sedan,25,16,210,28815,20.5,Budget
Pontiac,Grand Prix,2007,Regular Unleaded,260.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,26,17,210,24735,21.5,Budget
Pontiac,Grand Prix,2007,Regular Unleaded,200.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Midsize,Sedan,28,18,210,21815,23.0,Budget
Pontiac,Grand Prix,2008,Regular Unleaded,200.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Large,Sedan,28,18,210,22210,23.0,Budget
Pontiac,Grand Prix,2008,Regular Unleaded,303.0,8.0,Automatic,Front Wheel Drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,16,210,29325,20.5,Budget
Suzuki,Grand Vitara,2011,Regular Unleaded,166.0,4.0,Automatic,Rear Wheel Drive,4.0,Crossover,Compact,4Dr Suv,25,19,481,23449,22.0,Budget
Suzuki,Grand Vitara,2011,Regular Unleaded,166.0,4.0,Automatic,Four Wheel Drive,4.0,Crossover,Compact,4Dr Suv,23,19,481,24949,21.0,Budget
Suzuki,Grand Vitara,2011,Regular Unleaded,166.0,4.0,Manual,Rear Wheel Drive,4.0,Crossover,Compact,4Dr Suv,26,19,481,19299,22.5,Budget
Suzuki,Grand Vitara,2011,Regular Unleaded,166.0,4.0,Automatic,Four Wheel Drive,4.0,Crossover,Compact,4Dr Suv,23,19,481,22549,21.0,Budget
Suzuki,Grand Vitara,2011,Regular Unleaded,166.0,4.0,Automatic,Four Wheel Drive,4.0,Crossover,Compact,4Dr Suv,23,19,481,22899,21.0,Budget
Suzuki,Grand Vitara,2011,Regular Unleaded,166.0,4.0,Automatic,Rear Wheel Drive,4.0,Crossover,Compact,4Dr Suv,25,19,481,21099,22.0,Budget
Suzuki,Grand Vitara,2012,Regular Unleaded,166.0,4.0,Automatic,Four Wheel Drive,4.0,Crossover,Compact,4Dr Suv,23,19,481,23949,21.0,Budget
Suzuki,Grand Vitara,2012,Regular Unleaded,166.0,4.0,Automatic,Rear Wheel Drive,4.0,Crossover,Compact,4Dr Suv,25,19,481,21399,22.0,Budget
Suzuki,Grand Vitara,2012,Regular Unleaded,166.0,4.0,Automatic,Four Wheel Drive,4.0,Crossover,Compact,4Dr Suv,23,19,481,25249,21.0,Budget
Suzuki,Grand Vitara,2012,Regular Unleaded,166.0,4.0,Automatic,Rear Wheel Drive,4.0,Crossover,Compact,4Dr Suv,25,19,481,22299,22.0,Budget
Suzuki,Grand Vitara,2012,Regular Unleaded,166.0,4.0,Manual,Rear Wheel Drive,4.0,Crossover,Compact,4Dr Suv,26,19,481,19499,22.5,Budget
Suzuki,Grand Vitara,2012,Regular Unleaded,166.0,4.0,Automatic,Four Wheel Drive,4.0,Crossover,Compact,4Dr Suv,23,19,481,22849,21.0,Budget
Suzuki,Grand Vitara,2012,Regular Unleaded,166.0,4.0,Automatic,Rear Wheel Drive,4.0,Crossover,Compact,4Dr Suv,25,19,481,23749,22.0,Budget
Suzuki,Grand Vitara,2013,Regular Unleaded,166.0,4.0,Automatic,Four Wheel Drive,4.0,Crossover,Compact,4Dr Suv,23,19,481,23799,21.0,Budget
Suzuki,Grand Vitara,2013,Regular Unleaded,166.0,4.0,Automatic,Four Wheel Drive,4.0,Crossover,Compact,4Dr Suv,23,19,481,25949,21.0,Budget
Suzuki,Grand Vitara,2013,Regular Unleaded,166.0,4.0,Automatic,Rear Wheel Drive,4.0,Crossover,Compact,4Dr Suv,25,19,481,22349,22.0,Budget
Suzuki,Grand Vitara,2013,Regular Unleaded,166.0,4.0,Manual,Rear Wheel Drive,4.0,Crossover,Compact,4Dr Suv,26,19,481,19949,22.5,Budget
Suzuki,Grand Vitara,2013,Regular Unleaded,166.0,4.0,Automatic,Rear Wheel Drive,4.0,Crossover,Compact,4Dr Suv,25,19,481,24449,22.0,Budget
Chrysler,Grand Voyager,2000,Regular Unleaded,158.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Large,Passenger Minivan,23,16,1013,2169,19.5,Budget
Chrysler,Grand Voyager,2000,Flex-Fuel (Unleaded/E85),158.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Large,Passenger Minivan,23,16,1013,2266,19.5,Budget
Plymouth,Grand Voyager,1998,Regular Unleaded,150.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Large,Passenger Minivan,24,17,535,2000,20.5,Budget
Plymouth,Grand Voyager,1998,Regular Unleaded,150.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Large,Passenger Minivan,24,17,535,2048,20.5,Budget
Plymouth,Grand Voyager,1998,Regular Unleaded,150.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Large,Passenger Minivan,22,17,535,2000,19.5,Budget
Plymouth,Grand Voyager,1999,Flex-Fuel (Unleaded/E85),158.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Large,Passenger Minivan,22,16,535,2055,19.0,Budget
Plymouth,Grand Voyager,1999,Flex-Fuel (Unleaded/E85),158.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Large,Passenger Minivan,22,16,535,2152,19.0,Budget
Plymouth,Grand Voyager,1999,Flex-Fuel (Unleaded/E85),158.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Large,Passenger Minivan,22,16,535,2234,19.0,Budget
Plymouth,Grand Voyager,2000,Flex-Fuel (Unleaded/E85),158.0,6.0,Automatic,Front Wheel Drive,4.0,Flex Fuel,Large,Passenger Minivan,23,16,535,2331,19.5,Budget
Plymouth,Grand Voyager,2000,Regular Unleaded,158.0,6.0,Automatic,Front Wheel Drive,4.0,Unknown,Large,Passenger Minivan,23,16,535,2267,19.5,Budget
Lexus,Gs 200T,2016,Premium Unleaded (Required),241.0,4.0,Automatic,Rear Wheel Drive,4.0,Luxury,Midsize,Sedan,30,21,454,53285,25.5,Mid-Range
Lexus,Gs 200T,2016,Premium Unleaded (Required),241.0,4.0,Automatic,Rear Wheel Drive,4.0,Luxury,Midsize,Sedan,33,22,454,45615,27.5,Mid-Range
Lexus,Gs 200T,2017,Premium Unleaded (Required),241.0,4.0,Automatic,Rear Wheel Drive,4.0,Luxury,Midsize,Sedan,32,22,454,46310,27.0,Mid-Range
Lexus,Gs 200T,2017,Premium Unleaded (Required),241.0,4.0,Automatic,Rear Wheel Drive,4.0,Luxury,Midsize,Sedan,30,21,454,53980,25.5,Mid-Range
Lexus,Gs 300,2004,Premium Unleaded (Required),220.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,23,16,454,38875,19.5,Mid-Range
Lexus,Gs 300,2005,Premium Unleaded (Required),220.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,23,16,454,38875,19.5,Mid-Range
Lexus,Gs 300,2006,Premium Unleaded (Required),245.0,6.0,Automatic,Rear Wheel Drive,4.0,Luxury,Midsize,Sedan,27,19,454,43150,23.0,Mid-Range
Lexus,Gs 300,2006,Premium Unleaded (Required),245.0,6.0,Automatic,All Wheel Drive,4.0,Luxury,Midsize,Sedan,25,19,454,45100,22.0,Mid-Range
Lexus,Gs 350,2015,Premium Unleaded (Required),306.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,29,19,454,55070,24.0,Mid-Range
Lexus,Gs 350,2015,Premium Unleaded (Required),306.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,29,19,454,48600,24.0,Mid-Range
Lexus,Gs 350,2015,Premium Unleaded (Required),306.0,6.0,Automatic,All Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,57330,22.5,Mid-Range
Lexus,Gs 350,2015,Premium Unleaded (Required),306.0,6.0,Automatic,All Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,50850,22.5,Mid-Range
Lexus,Gs 350,2016,Premium Unleaded (Required),311.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,High-Performance",Midsize,Sedan,29,20,454,50000,24.5,Mid-Range
Lexus,Gs 350,2016,Premium Unleaded (Required),311.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,454,54115,23.5,Mid-Range
Lexus,Gs 350,2016,Premium Unleaded (Required),311.0,6.0,Automatic,All Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,50470,22.5,Mid-Range
Lexus,Gs 350,2017,Premium Unleaded (Required),311.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,20,454,50695,24.0,Mid-Range
Lexus,Gs 350,2017,Premium Unleaded (Required),311.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,High-Performance",Midsize,Sedan,27,19,454,54810,23.0,Mid-Range
Lexus,Gs 350,2017,Premium Unleaded (Required),311.0,6.0,Automatic,All Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,50365,22.5,Mid-Range
Lexus,Gs 350,2017,Premium Unleaded (Required),311.0,6.0,Automatic,All Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,56555,22.5,Mid-Range
Lexus,Gs 400,1998,Regular Unleaded,300.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,21,15,454,3542,18.0,Budget
Lexus,Gs 400,1999,Regular Unleaded,300.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,454,3741,19.0,Budget
Lexus,Gs 400,2000,Regular Unleaded,300.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,454,3965,19.0,Budget
Lexus,Gs 430,2005,Premium Unleaded (Required),300.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,454,47975,19.0,Mid-Range
Lexus,Gs 430,2006,Premium Unleaded (Required),300.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,23,16,454,51375,19.5,Mid-Range
Lexus,Gs 430,2007,Premium Unleaded (Required),290.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,23,16,454,52375,19.5,Mid-Range
Lexus,Gs 450H,2014,Premium Unleaded (Required),338.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,34,29,454,60430,31.5,Premium
Lexus,Gs 450H,2015,Premium Unleaded (Required),338.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,34,29,454,61330,31.5,Premium
Lexus,Gs 450H,2016,Premium Unleaded (Required),338.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,34,29,454,63080,31.5,Premium
Lexus,Gs 460,2009,Premium Unleaded (Required),342.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17,454,53470,20.5,Mid-Range
Lexus,Gs 460,2010,Premium Unleaded (Required),342.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17,454,54070,20.5,Mid-Range
Lexus,Gs 460,2011,Premium Unleaded (Required),342.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17,454,55370,20.5,Mid-Range
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Manual,Front Wheel Drive,2.0,"Hatchback,Performance",Compact,2Dr Hatchback,31,21,873,26275,26.0,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,33,24,873,31695,28.5,Mid-Range
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,31,21,873,24595,26.0,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,2.0,"Hatchback,Performance",Compact,2Dr Hatchback,33,24,873,25095,28.5,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,2.0,"Hatchback,Performance",Compact,2Dr Hatchback,33,24,873,27375,28.5,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Manual,Front Wheel Drive,2.0,"Hatchback,Performance",Compact,2Dr Hatchback,31,21,873,29995,26.0,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,33,24,873,29545,28.5,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Manual,Front Wheel Drive,2.0,"Hatchback,Performance",Compact,2Dr Hatchback,31,21,873,27845,26.0,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,2.0,"Hatchback,Performance",Compact,2Dr Hatchback,33,24,873,31095,28.5,Mid-Range
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,31,21,873,28445,26.0,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,2.0,"Hatchback,Performance",Compact,2Dr Hatchback,33,24,873,28945,28.5,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Manual,Front Wheel Drive,2.0,"Hatchback,Performance",Compact,2Dr Hatchback,31,21,873,23995,26.0,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,33,24,873,25695,28.5,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,31,21,873,26875,26.0,Budget
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,31,21,873,30595,26.0,Mid-Range
Volkswagen,Gti,2012,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,33,24,873,27975,28.5,Budget
Volkswagen,Gti,2013,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,33,24,873,29895,28.5,Budget
Volkswagen,Gti,2013,Premium Unleaded (Recommended),200.0,4.0,Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,31,21,873,29695,26.0,Budget
Volkswagen,Gti,2013,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,33,24,873,30795,28.5,Mid-Range
Volkswagen,Gti,2013,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,2.0,"Hatchback,Performance",Compact,2Dr Hatchback,33,24,873,25300,28.5,Budget
Volkswagen,Gti,2013,Premium Unleaded (Recommended),200.0,4.0,Manual,Front Wheel Drive,2.0,"Hatchback,Performance",Compact,2Dr Hatchback,31,21,873,24200,26.0,Budget
Volkswagen,Gti,2013,Premium Unleaded (Recommended),200.0,4.0,Automated_Manual,Front Wheel Drive,4.0,"Hatchback,Performance",Compact,4Dr Hatchback,33,24,873,25895,28.5,Budget
